NetThrust_kN,CoreNozzleGrossThrust_kN,BypassNozzleGrossThrust_kN,Sp.FuelConsumption_g/(kN*s),SpecificThrust_m/s,CoreNozzleVel.V8_m/s,CoreNozzlePressureRatio,BypassNozzleVel.V18_m/s,BypassNozzlePressureRatio,BurnerEfficiency,EnginePressureRatioP5/P2,HPSpoolSpeed_RPM,LPSpoolSpeed_RPM,FuelFlow_kg/s,LPTExitPressureP5_kPA,LPTExitTemperatureT5_K,Isentr.HPCEfficiency
42.51316115,12.83666576,106.92692,14.96321267,130.6013947,491.5711163,1.782274404,310.1391326,2.401938293,0.999668335,1.180985272,14944.83542,3394.767795,0.636133471,42.93356345,782.553939,0.809205778
35.70138211,10.11931305,100.1160937,13.99147159,113.6725881,415.6814151,1.591619373,307.0106907,2.299904364,0.999405679,1.054185407,14944.83542,3170.369193,0.499514874,38.32387847,686.8790404,0.900703825
35.50776693,10.04084437,99.91585399,13.96841219,113.1853409,413.6202939,1.586373887,306.9214512,2.296903185,0.999395338,1.05068802,14944.83542,3163.750799,0.495987124,38.19673441,684.6575057,0.90335188
42.47090994,12.81878027,106.8875842,14.95621103,130.4968866,491.0697596,1.780958341,310.1191446,2.401349669,0.999667161,1.180111767,14944.83542,3393.297662,0.635203892,42.90180804,781.8892229,0.809704064
38.67891601,11.29883891,103.1692595,14.37897984,121.1134466,447.8706587,1.672040185,308.373222,2.345646406,0.999542271,1.107742964,14944.83542,3268.691413,0.556163354,40.27091104,724.989358,0.858703016
36.25703203,10.34494128,100.6873387,14.06002185,115.0693553,421.6345244,1.606769599,307.267755,2.308461152,0.99943439,1.064284434,14944.83542,3189.367491,0.509774663,38.69101872,693.4328231,0.893057017
38.92478223,11.39364864,103.4194357,14.41377027,121.7241208,450.5855215,1.678673026,308.4848278,2.349395274,0.999551737,1.112154524,14944.83542,3276.55099,0.561052869,40.431289,728.5089451,0.855224377
38.40194357,11.19246613,102.8858989,14.34052901,120.4253478,444.8469281,1.664663251,308.2474622,2.34140183,0.999531337,1.102834648,14944.83542,3259.826086,0.550704186,40.092474,721.0965132,0.862650665
34.64138736,9.693108104,99.0072578,13.87019812,111.005079,404.489444,1.563267057,306.526145,2.283289663,0.999346804,1.035276679,14944.83542,3134.340213,0.480482906,37.63647018,674.985548,0.91528137
38.7439519,11.32377953,103.2356911,14.3881,121.2749481,448.5816101,1.673772277,308.4027926,2.346641688,0.999544797,1.108895351,14944.83542,3270.773393,0.557451854,40.31280495,725.9119158,0.857780479
39.08892262,11.45685342,103.5861572,14.43724669,122.1315414,452.3981392,1.683095542,308.5594763,2.351892872,0.999557951,1.115095935,14944.83542,3281.804624,0.564336419,40.5382211,730.8798104,0.852911052
39.35072753,11.55785909,103.8511926,14.47511857,122.7810392,455.300245,1.690184567,308.678685,2.355863049,0.999567666,1.11981021,14944.83542,3290.194635,0.569606447,40.70960397,734.6962922,0.849251572
42.56331752,12.85787042,106.9736498,14.97155174,130.7253917,492.1640448,1.783829295,310.1629426,2.402636868,0.999669724,1.18201743,14944.83542,3396.52262,0.637238911,42.97108654,783.3423566,0.808616712
41.6678285,12.48324872,106.1298309,14.82678634,128.512194,481.6293877,1.756384136,309.7432954,2.389999086,0.999644083,1.163798255,14944.83542,3365.956885,0.61779999,42.30874625,769.4049023,0.819361358
38.0965744,11.07436765,102.5734984,14.29923582,119.6656003,441.5018278,1.656459746,308.1094188,2.336720742,0.999518882,1.097376797,14944.83542,3250.074799,0.544751901,39.89405918,716.8759476,0.867020533
38.50901866,11.233626,102.995513,14.35532233,120.6914339,446.0152118,1.667515958,308.296045,2.343043954,0.999535598,1.104732781,14944.83542,3263.252564,0.552809375,40.16147877,722.5942499,0.861121334
38.03560554,11.05098652,102.5106121,14.29114601,119.5141099,440.8474887,1.65486192,308.0817127,2.335778892,0.999516331,1.096312982,14944.83542,3248.113667,0.543572392,39.85538524,716.0492423,0.867893345
39.0906542,11.45752023,103.5879144,14.43749572,122.1358381,452.4172733,1.683142213,308.5602645,2.351919203,0.999558016,1.115126976,14944.83542,3281.860091,0.564371153,40.53934956,730.9049162,0.852886708
38.47283544,11.21972282,102.9584831,14.35031242,120.6015243,445.6203064,1.666552068,308.279623,2.342489169,0.999534163,1.104091437,14944.83542,3262.094741,0.552097208,40.13816335,722.0870523,0.86163777
40.31725624,11.93622756,104.817021,14.61878222,125.1752167,466.1500367,1.71699728,309.1203599,2.370333127,0.99960153,1.137633627,14944.83542,3321.396783,0.589389189,41.35755682,749.0204511,0.836245681
37.03673642,10.65961431,101.4843854,14.16050512,117.0243032,430.0629553,1.628083906,307.6276985,2.320404381,0.99947221,1.078484788,14944.83542,3215.656837,0.524458896,39.2072587,703.0544587,0.882126345
36.65498556,10.5064011,101.0935019,14.11071319,116.0689774,425.950321,1.617723775,307.4514504,2.314549288,0.999454045,1.071582654,14944.83542,3202.825654,0.517227988,38.95633836,698.3193764,0.887498016
35.88241631,10.19216466,100.3036815,14.01314511,114.1274116,417.5793208,1.596441578,307.0946698,2.302710829,0.999415166,1.057401957,14944.83542,3176.590693,0.502825507,38.44081303,688.9517629,0.898250383
35.88676538,10.19393205,100.3081528,14.01368311,114.1383537,417.6259861,1.596560135,307.096684,2.302778101,0.999415393,1.05748099,14944.83542,3176.739295,0.502905758,38.44368617,689.0029844,0.898190228
43.5157176,13.27051111,107.8385259,15.13818253,133.0905162,503.7697597,1.81456633,310.6194219,2.415605596,0.999695355,1.202409022,14944.83542,3430.550693,0.658748876,43.7124029,798.836608,0.797402817
41.19965538,12.29136213,105.6795132,14.75427001,127.3562998,476.2095957,1.7424555,309.5269822,2.383252787,0.999629918,1.154548501,14944.83542,3350.433743,0.60787084,41.9724805,762.2630481,0.825116676
36.29639632,10.36094461,100.7276132,14.0650109,115.168236,422.0600091,1.607850619,307.2859697,2.309064648,0.999436371,1.065004815,14944.83542,3190.707845,0.51050921,38.71720746,693.9095108,0.892510137
38.50916434,11.2336821,102.9956606,14.35534246,120.6917979,446.0168164,1.667519881,308.2961111,2.343046211,0.999535603,1.10473539,14944.83542,3263.257122,0.552812242,40.16157363,722.5963069,0.861119239
38.056232,11.05890914,102.5318756,14.29388063,119.5653708,441.069256,1.655404033,308.0910793,2.336097389,0.999517196,1.096673896,14944.83542,3248.776831,0.543971237,39.8685059,716.3287673,0.867597832
40.74727069,12.10846048,105.2389917,14.68438559,126.2391369,471.0543471,1.729352515,309.3176955,2.376653515,0.999615646,1.14584246,14944.83542,3335.445968,0.598348635,41.65598094,755.4692301,0.830744679
36.87480973,10.59476928,101.3186926,14.13938203,116.6191991,428.3165876,1.623685761,307.5531289,2.317921337,0.999464602,1.075555312,14944.83542,3210.245178,0.521387022,39.10076045,701.0485852,0.884404379
39.29777323,11.5374032,103.7976794,14.46741905,122.6497008,454.7121291,1.68874667,308.6545594,2.355061478,0.99956572,1.118854058,14944.83542,3288.49636,0.568537353,40.67484398,733.9212007,0.84998831
36.74539287,10.54275617,101.1861592,14.12250863,116.2953494,426.9219714,1.620170891,307.4933472,2.315938278,0.99945842,1.073213571,14944.83542,3205.884543,0.518937128,39.01562876,699.4475947,0.886224155
37.30258062,10.76539616,101.7565163,14.19529042,117.6886816,432.938263,1.635290224,307.7494042,2.324481068,0.999484416,1.083283548,14944.83542,3224.43974,0.529520965,39.38171291,706.4078336,0.878365874
38.61654965,11.27490959,103.1055095,14.37025946,120.9585611,447.1892177,1.670379287,308.3448804,2.344691657,0.999539835,1.106637914,14944.83542,3266.694496,0.554929838,40.23073803,724.1075539,0.859589702
36.2511981,10.3425687,100.6813692,14.05928344,115.0546992,421.571464,1.606609346,307.2650556,2.3083717,0.999434096,1.064177642,14944.83542,3189.16878,0.509665869,38.68713641,693.3622849,0.893138038
37.2148279,10.73059683,101.6666343,14.18376789,117.4694952,431.988994,1.632917668,307.7093225,2.323134466,0.999480424,1.081703707,14944.83542,3221.55472,0.527846481,39.32427936,705.2911882,0.879611229
43.8902294,13.43780132,108.167493,15.20814512,134.0256517,508.4733154,1.82721444,310.8025842,2.420534185,0.999705048,1.210794104,14944.83542,3444.496395,0.667488978,44.01723436,805.0408508,0.793060637
38.12685971,11.08598958,102.6047031,14.30327681,119.7408532,441.8278199,1.657255465,308.1231789,2.337188227,0.999520144,1.097906533,14944.83542,3251.048255,0.545339028,39.91331724,717.2887436,0.866586232
38.55247499,11.25031671,103.0399746,14.36134012,120.7993996,446.4896298,1.668673435,308.3157745,2.343709987,0.999537317,1.10550292,14944.83542,3264.643374,0.553665206,40.18947643,723.204787,0.860501758
35.15040457,9.896734086,99.54311735,13.92651064,112.2867455,409.8467478,1.576808142,306.7570894,2.291317798,0.999375714,1.0443079,14944.83542,3151.522888,0.489522483,37.96479139,680.6178578,0.908261659
36.21295518,10.32701893,100.6422212,14.05444775,114.9586215,421.1584747,1.60555994,307.2473538,2.307784913,0.999432164,1.063478297,14944.83542,3187.865444,0.508953086,38.66171239,692.9007398,0.893668951
39.50986895,11.61942108,104.0117304,14.49835051,123.1756275,457.0705022,1.694519246,308.7512463,2.358267767,0.999573455,1.122692415,14944.83542,3295.304044,0.572827929,40.81438369,737.032504,0.847050247
42.07070298,12.65049781,106.5123319,14.89096384,129.5075338,486.345836,1.768602566,309.9309454,2.395731591,0.999655857,1.171910224,14944.83542,3379.536142,0.626473317,42.60364897,775.6415285,0.814464192
38.34202886,11.16941123,102.8245256,14.33229486,120.2764207,444.193638,1.663066433,308.2202953,2.340482354,0.999528934,1.101772137,14944.83542,3257.908854,0.549529263,40.05384746,720.2636294,0.863507737
38.41628964,11.19798475,102.9005878,14.34250503,120.4610056,445.0034495,1.665045706,308.2539681,2.341621916,0.99953191,1.103089127,14944.83542,3260.285038,0.550985827,40.10172535,721.2966429,0.862445578
43.32386187,13.18174019,107.6752942,15.1024847,132.6065263,501.1585402,1.807449512,310.530485,2.413104791,0.999690246,1.19769999,14944.83542,3423.960502,0.654297961,43.54121067,795.4387393,0.799837123
40.73494215,12.10347668,105.2269693,14.68249368,126.2086489,470.9131301,1.728993743,309.3120269,2.376473465,0.99961525,1.145604126,14944.83542,3335.040859,0.598090531,41.64731652,755.2844557,0.830899572
37.41410991,10.80941239,101.8710266,14.20998012,117.9668475,434.1426967,1.638293409,307.8002965,2.326196375,0.999489429,1.085283235,14944.83542,3228.095964,0.531653758,39.45440959,707.8366306,0.876787433
36.13899898,10.29689476,100.566536,14.04513369,114.7727503,420.3582445,1.603524312,307.2131563,2.306650817,0.999428407,1.062121785,14944.83542,3185.344653,0.507577072,38.61239775,692.0108615,0.894695031
37.17490649,10.71470434,101.6258017,14.17856877,117.369715,431.5561014,1.63183074,307.6910738,2.322522743,0.999478598,1.080980037,14944.83542,3220.238793,0.527086968,39.29797104,704.7874476,0.880175194
36.53648573,10.45830245,100.9731345,14.09569194,115.7709297,424.6543288,1.614429874,307.3970604,2.312743737,0.999448292,1.069389032,14944.83542,3198.86106,0.515007047,38.87659138,696.8464455,0.889156749
42.13811608,12.67862462,106.5759826,14.90185755,129.674071,487.1364074,1.770657815,309.9625543,2.396684493,0.99965779,1.173274715,14944.83542,3381.83754,0.627936203,42.65325371,776.6900557,0.813655455
35.57365387,10.06752037,99.98406163,13.97619929,113.351215,414.3207403,1.588156141,306.9517873,2.297926161,0.999398875,1.051876361,14944.83542,3166.000054,0.497184476,38.23993539,685.4101662,0.902451418
38.02991934,11.04880704,102.504735,14.29039195,119.4999934,440.7866412,1.654713401,308.0791267,2.335691068,0.999516092,1.096214088,14944.83542,3247.930108,0.543462453,39.85179002,715.9724091,0.867974727
39.01372718,11.42789187,103.5098261,14.42646351,121.9449179,451.5671854,1.681067977,308.5252685,2.350749396,0.999555116,1.113747437,14944.83542,3279.397247,0.562830112,40.48919776,729.7914485,0.853969305
44.1368015,13.54958905,108.3802336,15.25591199,134.6435366,511.6228615,1.835722518,310.9245524,2.423721643,0.999711341,1.216432987,14944.83542,3453.878524,0.673347159,44.22223044,809.2004191,0.790197053
37.38461364,10.79779716,101.8406371,14.20604981,117.8934382,433.8248001,1.637502565,307.7867983,2.325741362,0.999488112,1.084756601,14944.83542,3227.124805,0.531087683,39.43526432,707.4573764,0.877200598
36.37263475,10.39188885,100.8056287,14.07471325,115.3596706,422.88296,1.609940502,307.3212673,2.310233813,0.999440186,1.066397515,14944.83542,3193.302351,0.511934404,38.76783774,694.8362222,0.89144992
40.44670342,11.9877567,104.9445711,14.63845466,125.4956307,467.6224678,1.720685005,309.1796734,2.372244089,0.999605841,1.140083993,14944.83542,3325.607992,0.592077234,41.44663748,750.9628628,0.834567636
40.08382481,11.84379913,104.5859273,14.58322845,124.5973249,463.4991482,1.710404601,309.0134508,2.366867039,0.999593596,1.133252421,14944.83542,3313.824775,0.584551574,41.19828237,745.509894,0.839340489
40.63434222,12.06294804,105.1286311,14.66710176,125.9598905,469.7639488,1.72608084,309.2657653,2.375000789,0.999611997,1.14366894,14944.83542,3331.737854,0.595988032,41.57696474,753.7788069,0.832168152
38.16622289,11.10100049,102.6453854,14.3085217,119.8385786,442.24766,1.658276558,308.1411144,2.337797151,0.999521778,1.098586498,14944.83542,3252.317042,0.546102229,39.93803667,717.8239312,0.866024331
41.45836567,12.39722157,105.9288513,14.79417683,127.9951582,479.2047212,1.750139303,309.646214,2.386990365,0.999637818,1.159651189,14944.83542,3358.969785,0.613342393,42.15798375,766.2056949,0.821917803
35.20441861,9.918446443,99.60021802,13.93329477,112.4217633,410.4122248,1.578220151,306.7822225,2.292175237,0.99937879,1.045250587,14944.83542,3153.405172,0.490513542,37.99906185,681.2372095,0.907486111
37.51092636,10.84742601,101.9704155,14.22263624,118.2083684,435.187679,1.640893026,307.8442509,2.32768572,0.999493732,1.08701402,14944.83542,3231.238773,0.533504261,39.51733058,709.086681,0.875407702
36.64805185,10.50362762,101.0863553,14.10980409,116.0516461,425.8767692,1.617539252,307.4482182,2.31444231,0.999453707,1.07145961,14944.83542,3202.588964,0.517096832,38.95186522,698.2335363,0.88759567
36.76815736,10.55191349,101.2095108,14.12548366,116.3522761,427.1671258,1.620789797,307.5038701,2.316286333,0.999459515,1.073625991,14944.83542,3206.655652,0.519368006,39.0306219,699.732919,0.885903743
37.29817272,10.76365201,101.7519986,14.19471256,117.6776752,432.8906208,1.635171213,307.7473925,2.324413371,0.999484216,1.083204304,14944.83542,3224.295135,0.529436841,39.37883208,706.3516357,0.878428426
42.73887273,12.93223823,107.1367521,15.00100729,131.1594792,494.2402874,1.78927708,310.2466494,2.405074831,0.999674551,1.185633875,14944.83542,3402.710407,0.641126142,43.10255884,786.1113571,0.806564291
37.55617068,10.86511938,102.0169465,14.22858012,118.3211258,435.6751033,1.642109782,307.8647662,2.328382871,0.999495733,1.08782403,14944.83542,3232.703282,0.534370984,39.5467777,709.6754015,0.874760383
39.73728984,11.70798951,104.2401059,14.53168015,123.7391086,459.6071502,1.700771917,308.8550459,2.361688085,0.999581558,1.126849462,14944.83542,3302.628499,0.577449586,40.96550907,740.3700065,0.843963537
39.53637842,11.62967401,104.0384668,14.50224111,123.2413061,457.3646659,1.695239281,308.7633604,2.358668179,0.999574412,1.123171229,14944.83542,3296.157787,0.573366092,40.83179053,737.4220816,0.846685922
41.69085559,12.4927371,106.1518489,14.83039847,128.5690461,481.8966878,1.757073965,309.7539912,2.390328848,0.999644765,1.164256328,14944.83542,3366.728136,0.618292001,42.32539906,769.7579689,0.819080607
37.76728423,10.94735506,102.2342097,14.25597028,118.84679,437.9548373,1.647755311,307.9601653,2.331638112,0.999504923,1.091582136,14944.83542,3239.492962,0.538409281,39.68339997,712.4507044,0.871740198
40.66077877,12.07382482,105.154126,14.67114278,126.0254847,470.0771939,1.726886255,309.2777415,2.375382184,0.999612853,1.144203392,14944.83542,3332.593634,0.596540091,41.5963942,754.1803518,0.831830891
40.50436888,12.01079389,105.0012414,14.64723993,125.6383445,468.2795562,1.722336192,309.2061161,2.373093217,0.999607744,1.141181081,14944.83542,3327.487761,0.593277209,41.48652106,751.8283115,0.833825965
37.81487485,10.96581108,102.2832113,14.26214634,118.9652089,438.4687034,1.649022577,307.981686,2.332372266,0.99950697,1.09242571,14944.83542,3241.021523,0.539321279,39.71406728,713.0834856,0.871057603
38.16740176,11.10145179,102.6465933,14.30867642,119.8415185,442.2603647,1.658307635,308.1416487,2.337815405,0.999521827,1.098607181,14944.83542,3252.354397,0.546125002,39.93878861,717.8399991,0.866007542
41.23716593,12.30659119,105.7158936,14.7599772,127.4488466,476.6387996,1.74355304,309.5442871,2.383797574,0.999631072,1.155277564,14944.83542,3351.671,0.608659629,41.99898491,762.8284694,0.824655137
37.64405652,10.89927389,102.1076528,14.24012368,118.5398239,436.6165734,1.644437687,307.9046297,2.329741058,0.999499581,1.089374161,14944.83542,3235.546059,0.536056021,39.60313119,710.8219892,0.873506439
39.77103673,11.72116392,104.273907,14.53666034,123.8227009,459.984569,1.701703656,308.8704619,2.36219432,0.999582746,1.127468875,14944.83542,3303.716993,0.578138052,40.98802723,740.8676502,0.843509756
39.11217742,11.46581367,103.6097452,14.44059042,122.1892493,452.6553523,1.683723293,308.5700582,2.352246233,0.999558823,1.115513428,14944.83542,3282.549312,0.564802935,40.55339867,731.2171473,0.852584367
42.68583766,12.90974591,107.0875565,14.9920642,131.0283277,493.6128662,1.787630262,310.2213005,2.404339561,0.999673099,1.184540635,14944.83542,3400.833398,0.639948819,43.06281517,785.2732785,0.807182731
41.61596611,12.46189819,106.0801791,14.81866919,128.3841748,481.0278853,1.754832715,309.7192222,2.389255971,0.999642541,1.162768029,14944.83542,3364.22116,0.616693235,42.27129341,768.6107594,0.819994384
37.00029375,10.64503461,101.4471078,14.15575266,116.9331548,429.6690566,1.62709452,307.6109516,2.31984604,0.99947051,1.077825842,14944.83542,3214.442969,0.523767007,39.18330334,702.6009277,0.882639646
37.46667335,10.83006001,101.9249864,14.21684757,118.0979918,434.7095699,1.639704627,307.8241806,2.32700489,0.99949177,1.086222826,14944.83542,3229.80478,0.532657984,39.4885675,708.5132979,0.876038969
40.72308303,12.09868524,105.2153994,14.6806746,126.1793227,470.7773674,1.728648978,309.3065741,2.376300192,0.999614868,1.145375092,14944.83542,3334.651221,0.597842331,41.63899022,755.1067806,0.831048661
40.94820254,12.18970368,105.4347646,14.71555843,126.7357619,473.3520129,1.735181852,309.4104296,2.379588965,0.999622069,1.149715425,14944.83542,3342.077665,0.602575667,41.79677878,758.4923053,0.82821497
34.3441094,9.575711339,98.69057048,13.83909319,110.2561513,401.3843094,1.555471136,306.3930056,2.278544408,0.999329395,1.030076645,14944.83542,3124.452567,0.475291331,37.44742803,671.7495873,0.919428407
37.80330762,10.96132777,102.2712982,14.26064214,118.9364326,438.3438272,1.648714813,307.9764538,2.332193867,0.999506473,1.092220841,14944.83542,3240.649802,0.539099442,39.70661944,712.9294471,0.871223552
36.96086694,10.62924661,101.406773,14.15061146,116.8345302,429.2432657,1.626023629,307.5928132,2.31924189,0.999468663,1.077112581,14944.83542,3213.12689,0.523018867,39.15737346,702.1118223,0.88319451
37.56961003,10.87037648,102.0307603,14.23034389,118.3546183,435.8202756,1.642470322,307.8708489,2.328589851,0.999496324,1.088064058,14944.83542,3233.137148,0.534628471,39.55550368,709.8514143,0.874568118
41.60891309,12.45899695,106.0734219,14.81756735,128.3667641,480.9461264,1.754621951,309.7159506,2.38915481,0.999642331,1.162628069,14944.83542,3363.985464,0.616542872,42.26620532,768.5028417,0.820080606
39.56137969,11.63940737,104.0636021,14.50588518,123.303258,457.6431508,1.695926027,308.7747658,2.359044661,0.999575308,1.12362782,14944.83542,3296.962533,0.573872831,40.84838944,737.7873502,0.846345533
34.41300714,9.60286208,98.76412532,13.84617754,110.4298196,402.1054611,1.557278783,306.4236951,2.279646622,0.99933346,1.031282243,14944.83542,3126.729664,0.476488607,37.49125639,672.4982265,0.918464154
40.66829136,12.07658941,105.161871,14.67227542,126.0438359,470.1508969,1.727060785,309.281382,2.375498702,0.999613097,1.14431998,14944.83542,3332.851859,0.596696372,41.60063264,754.2858493,0.831739422
42.83359651,12.97249786,107.2244227,15.01708273,131.3937509,495.3624229,1.792224954,310.2920456,2.406384108,0.999677132,1.187590815,14944.83542,3406.080909,0.643235662,43.1737015,787.6121159,0.805462914
37.80161851,10.96067272,102.2695615,14.26042306,118.9322263,438.3255653,1.64866977,307.9756902,2.332167783,0.9995064,1.092190859,14944.83542,3240.595713,0.539067072,39.7055295,712.9069536,0.871247789
36.49138374,10.44004074,100.9270378,14.08990025,115.6577549,424.1666323,1.613194768,307.3762047,2.312053032,0.999446073,1.068566036,14944.83542,3197.333301,0.514159957,38.84667218,696.2906377,0.889789184
36.77706432,10.55548148,101.2186044,14.12664103,116.3746357,427.2628851,1.62103057,307.5079934,2.316423976,0.999459941,1.073786439,14944.83542,3206.953231,0.519536386,39.03645482,699.8447908,0.885777835
43.10787293,13.08938117,107.4772394,15.06437216,132.0722005,498.6082643,1.800753191,310.4246546,2.410155678,0.999684516,1.193253012,14944.83542,3415.985766,0.649393041,43.37954514,791.9783169,0.802300718
41.17948513,12.2831835,105.6599206,14.75120319,127.306554,475.9792101,1.741867034,309.5176754,2.38295967,0.999629296,1.154157574,14944.83542,3349.767985,0.607446953,41.95826875,761.9593564,0.82536501
39.34832581,11.55693176,103.8487655,14.47476894,122.7750834,455.273594,1.690119429,308.6775901,2.355826692,0.999567578,1.119766895,14944.83542,3290.117562,0.569557924,40.70802927,734.6611227,0.849284944
42.39903476,12.78835887,106.8206192,14.94435735,130.3190866,490.2159445,1.778716282,310.085235,2.400347488,0.999665156,1.178623745,14944.83542,3390.807319,0.633626327,42.84771244,780.759941,0.810553535
42.44186257,12.8064804,106.8605349,14.95141552,130.4250314,490.7247001,1.780051871,310.1054305,2.400944963,0.999666352,1.179510156,14944.83542,3392.289742,0.634565923,42.87993703,781.4327622,0.810046689
39.7255477,11.70340409,104.2283455,14.52994947,123.7100173,459.475735,1.700447402,308.849685,2.361511911,0.999581144,1.126633732,14944.83542,3302.250085,0.577210201,40.95766643,740.196926,0.844121618
36.86526476,10.59092381,101.3088954,14.13813284,116.5953796,428.2134792,1.623425434,307.5487295,2.31777608,0.999464148,1.075381903,14944.83542,3209.921735,0.52120601,39.09445633,700.9313206,0.884538009
36.68128627,10.51698861,101.12047,14.11414434,116.1348187,426.2329738,1.618436121,307.4636431,2.314953053,0.999455323,1.072057419,14944.83542,3203.717608,0.517724969,38.97359799,698.6467906,0.887127627
41.43574728,12.38795865,105.9070838,14.79066785,127.9393292,478.9434506,1.749467564,309.6357547,2.386664419,0.999637137,1.159205083,14944.83542,3358.218795,0.612862375,42.14176598,765.8614545,0.822194225
35.99503374,10.23822077,100.4190235,14.02708504,114.4108026,418.8022559,1.599559495,307.1465887,2.304439508,0.999421013,1.059479554,14944.83542,3180.430754,0.504905399,38.51634202,690.2885198,0.896691747
37.83372844,10.97311514,102.3026209,14.26460017,119.0121213,438.6722867,1.649524124,307.9902148,2.332663158,0.999507778,1.092759571,14944.83542,3241.626817,0.539683009,39.72620446,713.3349138,0.870787047
37.86153823,10.98388129,102.3312573,14.26822848,119.081303,438.9725273,1.650263222,308.0027992,2.33309213,0.999508969,1.093251565,14944.83542,3242.520093,0.540217078,39.74409042,713.7065019,0.870387886
39.56586928,11.64115652,104.0681129,14.5065402,123.3143838,457.6932213,1.696049556,308.7768134,2.35911223,0.999575468,1.123709946,14944.83542,3297.107008,0.573963873,40.85137506,737.8530151,0.846284425
35.46368818,10.02300356,99.87015439,13.96321536,113.0743932,413.152077,1.585182601,306.9011751,2.296218366,0.999392962,1.049893689,14944.83542,3162.245438,0.495187116,38.16785729,684.1558314,0.903953939
42.52210651,12.84044873,106.9352564,14.96469792,130.6235082,491.6769509,1.782552026,310.1433745,2.402062848,0.999668583,1.181169555,14944.83542,3395.080427,0.636330479,42.94026289,782.6945137,0.809100627
39.21365787,11.50493881,103.7125759,14.45522803,122.4410415,453.7790867,1.686466981,308.6162507,2.353786627,0.999562609,1.117338076,14944.83542,3285.800138,0.566842366,40.61973195,732.6931322,0.851162369
40.99626729,12.20840858,105.4827222,14.72309623,126.8537553,473.8666875,1.736449168,309.4332572,2.380308685,0.999623597,1.150559392,14944.83542,3343.711228,0.603591989,41.82746038,759.2001505,0.82761591
37.55533712,10.86479426,102.0160903,14.22847092,118.3190461,435.6661339,1.64208754,307.8643881,2.328369967,0.999495696,1.087809221,14944.83542,3232.676464,0.534355022,39.54623935,709.6645587,0.874772288
38.90357966,11.38489492,103.3987082,14.41062129,121.67109,450.3248206,1.678014143,308.4754966,2.349083073,0.999550926,1.111717585,14944.83542,3275.892003,0.560624753,40.4154045,728.1864879,0.855533354
39.14478514,11.47838055,103.6428058,14.44528552,122.2701616,453.0161831,1.684604073,308.5848983,2.352741483,0.999560044,1.116099192,14944.83542,3283.59367,0.565457598,40.57469352,731.6907104,0.852126817
41.23261141,12.30474326,105.7114781,14.75928412,127.4376065,476.5867306,1.743419934,309.5421848,2.383731344,0.999630932,1.155189144,14944.83542,3351.520898,0.608563827,41.99577047,762.7598068,0.824711153
37.34492291,10.78213459,101.7999267,14.2008429,117.7943851,433.3958884,1.636432767,307.7687162,2.325131439,0.999486328,1.084044304,14944.83542,3225.827217,0.530329384,39.40936945,706.9486905,0.87776468
37.35912258,10.78774116,101.8144891,14.20270551,117.8298254,433.5493429,1.636815636,307.7751875,2.325349607,0.999486967,1.084299229,14944.83542,3226.291785,0.530600616,39.41863702,707.1304882,0.877562933
37.01053053,10.64913122,101.4575803,14.15708816,116.9587586,429.7796591,1.627372595,307.6156578,2.320002878,0.999470988,1.078011045,14944.83542,3214.784246,0.523961343,39.19003623,702.7282056,0.882495488
43.41183419,13.2192782,107.755973,15.11831889,132.8239812,502.1876249,1.810134598,310.5741457,2.414304635,0.99969257,1.199484058,14944.83542,3427.270331,0.656313953,43.6060687,796.8532813,0.798832318
39.76194375,11.71761062,104.2648062,14.53531802,123.8001748,459.8827242,1.701452036,308.86631,2.362058024,0.999582426,1.127301609,14944.83542,3303.423812,0.577952498,40.98194642,740.7334548,0.843631929
34.37324646,9.587183189,98.72169994,13.84208218,110.3295956,401.6891044,1.556234688,306.4059769,2.279010908,0.999331117,1.030585899,14944.83542,3125.414831,0.475797302,37.46594146,672.0660357,0.9190201
37.36240452,10.78903656,101.8178554,14.20313605,117.8380159,433.5848105,1.636904111,307.7766828,2.325400031,0.999487114,1.084358138,14944.83542,3226.399119,0.530663315,39.42077859,707.1725362,0.877516294
36.81586085,10.57105804,101.258347,14.13170759,116.4717405,427.6806598,1.622082068,307.5259287,2.317019125,0.999461799,1.074487011,14944.83542,3208.260618,0.52027098,39.06192344,700.3246393,0.88523086
35.12232437,9.885440517,99.51367838,13.9232998,112.2161559,409.5510098,1.576058737,306.7442449,2.290877899,0.999374148,1.043808047,14944.83542,3150.564329,0.489018652,37.94661974,680.3043858,0.908646583
36.97935446,10.63665344,101.4256845,14.15302158,116.8807783,429.4429613,1.626526027,307.6013195,2.319525126,0.99946953,1.0774472,14944.83542,3213.744324,0.523369602,39.16953821,702.3409767,0.882934406
39.53842705,11.63047298,104.0405245,14.50253948,123.246384,457.3875485,1.695295784,308.7642939,2.358698999,0.999574485,1.123208793,14944.83542,3296.223657,0.573407599,40.83315611,737.4520271,0.846658017
38.84193973,11.36132433,103.3357484,14.40189163,121.5181718,449.6525831,1.676379558,308.4473902,2.348140133,0.999548571,1.110630012,14944.83542,3273.913574,0.559397407,40.37586686,727.3069763,0.856396539
34.1881296,9.515280371,98.52241248,13.82370825,109.8633156,399.7948213,1.551504525,306.3234763,2.276026841,0.999320167,1.027429358,14944.83542,3119.303746,0.472606729,37.35118852,670.0943752,0.921579833
